鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
八德區,房地(土地+建物)+車位,桃園市八德區廣興二路1~30號,22.17,商,,,1081107,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030120,162.4,2,2,1,有,有,7500000,46182,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣,RPRNMLNLKIOFFFH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區新德街211~240號,23.15,住,,,1081110,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070702,153.76999999999998,3,2,2,有,有,8230000,57586,坡道平面,37.77,1550000,,RPRNMLNKKIOFFGH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1071118,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8250000,54842,坡道平面,26.74,1500000,,RPQOMLQLKIOFFGH56CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1070624,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8260000,54111,坡道平面,26.74,1600000,,RPROMLQLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1070122,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8500000,56061,坡道平面,26.74,1600000,,RPSOMLQLKIOFFGH76CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1070311,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8450000,56467,坡道平面,26.74,1500000,,RPUOMLQLKIOFFGH96CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1070527,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8500000,56874,坡道平面,26.74,1500000,,RPVOMLQLKIOFFGH07CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1080520,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,9250000,62155,坡道平面,26.74,1600000,,RPWOMLQLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1080620,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8600000,56874,坡道平面,26.74,1600000,,RPXOMLQLKIOFFGH27CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1080324,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,8800000,58499,坡道平面,26.74,1600000,,RPOPMLQLKIOFFGH09CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1080618,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,9150000,61342,坡道平面,26.74,1600000,,RPQPMLQLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,24.85,住,,,1080615,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,149.82,3,2,2,有,有,9030000,60773,坡道平面,26.74,1550000,,RPRPMLQLKIOFFGH76CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1071226,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8250000,56895,坡道平面,26.74,1500000,,RPUOMLRLKIOFFGH07CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1061111,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8300000,57316,坡道平面,26.74,1500000,,RPVOMLRLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080622,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,9000000,63216,坡道平面,26.74,1500000,,RPWOMLRLKIOFFGH27CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080609,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8500000,58159,坡道平面,26.74,1600000,,RPXOMLRLKIOFFGH37CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1061210,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8740000,60182,坡道平面,26.74,1600000,,RPOPMLRLKIOFFGH56CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1070617,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8320000,56642,坡道平面,26.74,1600000,,RPPPMLRLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080622,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8280000,56305,坡道平面,26.74,1600000,,RPQPMLRLKIOFFGH76CA
平鎮區,房地(土地+建物),桃園市平鎮區廣泰路241~270號,16.17,住,,,1070507,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,81.31,2,2,1,有,有,5380000,66167,,0.0,0,,RPRPMLRLKIOFFGH86CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080311,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8000000,56010,坡道平面,26.74,1500000,,RPSPMLRLKIOFFGH96CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080113,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,7900000,55149,坡道平面,26.74,1500000,,RPTPMLRLKIOFFGH07CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1071028,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8180000,57561,坡道平面,26.74,1500000,,RPUPMLRLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080302,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8100000,56872,坡道平面,26.74,1500000,,RPVPMLRLKIOFFGH27CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080126,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8250000,58165,坡道平面,26.74,1500000,,RPWPMLRLKIOFFGH37CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080429,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8900000,63766,坡道平面,26.74,1500000,,RPOQMLRLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080428,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8450000,59026,坡道平面,26.74,1600000,,RPSQMLRLKIOFFGH07CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080511,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8320000,58768,坡道平面,26.74,1500000,,RPTQMLRLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080519,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8300000,57734,坡道平面,26.74,1600000,,RPUQMLRLKIOFFGH27CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1071018,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.79,3,2,2,有,有,8130000,57131,坡道平面,26.74,1500000,,RPWQMLRLKIOFFGH47CA
平鎮區,房地(土地+建物),桃園市平鎮區廣泰路241~270號,17.37,住,,,1070508,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,88.05,2,2,1,有,有,5850000,66440,,0.0,0,,RPXQMLRLKIOFFGH57CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1070603,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,7900000,53940,坡道平面,26.74,1500000,,RPPRMLRLKIOFFGH86CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080323,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,9560000,67088,坡道平面,26.74,1600000,,RPQRMLRLKIOFFGH96CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080106,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8700000,60683,坡道平面,26.74,1500000,,RPSRMLRLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080315,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8150000,56047,坡道平面,26.74,1500000,,RPURMLRLKIOFFGH37CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080526,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8300000,56890,坡道平面,26.74,1550000,,RPVRMLRLKIOFFGH47CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1061111,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8380000,57986,坡道平面,26.74,1500000,,RPWRMLRLKIOFFGH57CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080623,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8400000,57311,坡道平面,26.74,1600000,,RPXRMLRLKIOFFGH67CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080120,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8500000,60849,坡道平面,26.74,1450000,,RPPNMLRLKIOFFGH09CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1070927,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8200000,56965,坡道平面,26.74,1600000,,RPQNMLRLKIOFFGH56CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1070614,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,7960000,55757,坡道平面,26.74,1500000,,RPRNMLRLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080121,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8080000,56793,坡道平面,26.74,1500000,,RPSNMLRLKIOFFGH76CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1070930,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8260000,58346,坡道平面,26.74,1500000,,RPTNMLRLKIOFFGH86CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1080504,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,9010000,64820,坡道平面,26.74,1500000,,RPVNMLRLKIOFFGH07CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1061210,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8740000,61626,坡道平面,26.74,1600000,,RPWNMLRLKIOFFGH17CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.36,住,,,1070618,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,142.60000000000002,3,2,2,有,有,8300000,57828,坡道平面,26.74,1600000,,RPXNMLRLKIOFFGH27CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1071015,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8400000,58159,坡道平面,26.74,1500000,,RPOOMLRLKIOFFGH09CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080609,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,9320000,65071,坡道平面,26.74,1600000,,RPPOMLRLKIOFFGH56CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080331,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8600000,60266,坡道平面,26.74,1450000,,RPQOMLRLKIOFFGH66CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080505,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.38,3,2,2,有,有,8800000,61952,坡道平面,26.74,1450000,,RPSOMLRLKIOFFGH86CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080428,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8550000,58576,坡道平面,26.74,1600000,,RPQNMLKMKIOFFGH58CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080623,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8500000,58154,坡道平面,26.74,1600000,,RPRNMLKMKIOFFGH68CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1070617,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8310000,56553,坡道平面,26.74,1600000,,RPSNMLKMKIOFFGH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區廣泰路241~270號,23.95,住,,,1080413,土地1建物1車位1,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,145.39,3,2,2,有,有,8130000,55879,坡道平面,26.74,1500000,,RPTNMLKMKIOFFGH88CA
平鎮區,房地(土地+建物),桃園市平鎮區廣泰路241~270號,16.17,住,,,1070415,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081003,81.35,2,2,1,有,有,5340000,65642,,0.0,0,,RPUNMLKMKIOFFGH98CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南東路27巷1~30號,11.07,住,,,1080923,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040513,82.33,3,1,2,有,有,3450000,41905,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPORMLKMKIOFFGH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區大興街31~60號,14.36,商,,,1081123,土地2建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,129.39,3,2,1,有,有,5680000,43898,坡道平面,0.0,0,,RPOQMLLMKIOFFGH78CA
龜山區,房地(土地+建物),桃園市龜山區長壽路211~240號,24.36,住,,,1081122,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920821,136.25,3,2,2,有,有,5570000,40881,,0.0,0,,RPROMLQKKIOFFHH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大業路一段121巷1~30號,35.44,住,,,1081107,土地1建物1車位2,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000909,218.57999999999998,4,2,2,有,有,17000000,77775,坡道平面,0.0,3000000,含增建或未登記建物。;,RPVPMLRLKIOFFAH76DA
中壢區,房地(土地+建物),桃園市中壢區溪洲街1~30號,17.53,住,,,1081123,土地2建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970501,116.22999999999999,3,2,2,有,有,7800000,67108,,0.0,0,含增建或未登記建物。,RPWNMLRKKIOFFBH66DA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中山路121~150號,19.19,住,,,1081112,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890919,185.02,4,2,2,有,有,10950000,59183,坡道平面,0.0,1300000,含增建或未登記建物。;,RPWOMLOLKIOFFEH86DA
八德區,房地(土地+建物)+車位,桃園市八德區中華路31巷1~30號,23.53,住,,,1081019,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970425,201.66,4,2,2,有,有,8420000,41442,坡道平面,27.44,1200000,含增建或未登記建物。;,RPRNMLOLKIOFFFH98DA
桃園區,房地(土地+建物)+車位,桃園市桃園區介壽路1~30號,10.4,住,,,1081128,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,106.92,2,1,1,有,有,6700000,62664,坡道平面,0.0,0,,RPSNMLKLJHPFFAH18EA
蘆竹區,房地(土地+建物),桃園市蘆竹區南福街1~30號,17.38,住,,,1081116,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,95.9,2,2,1,有,有,5000000,52138,,0.0,0,,RPQQMLKLKIOFFEH68DA
蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區大新一街118巷1~30號,20.87,住,,,1081109,土地1建物1車位1,十五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050929,141.95,2,2,1,有,有,8000000,59413,坡道平面,29.18,1300000,,RPSOMLRKKIOFFEH66DA
桃園區,房地(土地+建物)+車位,桃園市桃園區民光東路91~120號,19.67,住,,,1081103,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901231,186.35000000000002,4,2,2,有,有,9580000,55273,坡道平面,34.74,1200000,含增建或未登記建物。;,RPUOMLQLKIOFFAH09DA
龜山區,房地(土地+建物)+車位,桃園市龜山區長壽路269巷1~30號,27.89,住,,,1081017,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030117,169.93,3,2,2,有,有,13500000,79444,坡道平面,34.93,0,1.特殊債權債務關係私人借貸2.標的物抵押權債務雙方合意不需清償自行協議處理,RPPOMLNJJHPFFHH58CA
龜山區,房地(土地+建物),桃園市龜山區萬壽路一段422巷1~30號,8.35,住,,,1081112,土地1建物1車位0,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,88.89999999999999,2,2,1,有,有,5900000,66367,,0.0,0,,RPQNMLOLKIOFFHH98CA
龜山區,房地(土地+建物)+車位,桃園市龜山區萬壽路一段361~390號,13.92,住,,,1081115,土地1建物2車位1,九層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840126,151.97,3,2,2,有,有,8450000,55603,坡道平面,0.0,0,,RPPOMLTKKIOFFHH76CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區大興街31~60號,13.09,商,,,1081103,土地2建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,118.00999999999999,2,2,1,有,有,5380000,45589,坡道平面,27.34,0,,RPPNMLPKKIOFFGH78CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區大連街91~120號,15.47,商,,,1081107,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,158.66,3,2,2,有,有,8000000,50422,坡道平面,0.0,0,,RPUOMLNKKIOFFGH56CA
平鎮區,房地(土地+建物),桃園市平鎮區大連街31~60號,11.4,商,,,1081113,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,73.53999999999999,2,2,1,有,有,3750000,50993,,0.0,0,,RPOPMLNKKIOFFGH68CA
平鎮區,房地(土地+建物)+車位,桃園市平鎮區新富一街1~30號,33.85,住,,,1081113,土地1建物2車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820922,242.10000000000002,7,2,3,有,有,9200000,38001,坡道平面,0.0,0,,RPVPMLNKKIOFFGH76CA
八德區,房地(土地+建物),桃園市八德區陸光街60巷1~30號,30.08,住,,,1081114,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,161.92000000000002,3,2,2,有,有,7060000,43602,,0.0,0,,RPPOMLOLKIOFFFH78CA
八德區,房地(土地+建物),桃園市八德區仁愛街8巷1~30號,24.16,住,,,1081118,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,134.41,2,2,2,有,有,5400000,40176,,0.0,0,,RPVNMLPLKIOFFFH76CA
八德區,房地(土地+建物)+車位,桃園市八德區廣豐路91~120號,22.03,住,,,1081023,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040609,156.56,3,2,2,有,有,10700000,68344,坡道平面,0.0,0,,RPTNMLMKKIOFFFH78CA
八德區,房地(土地+建物)+車位,桃園市八德區中正路32巷1~30號,23.19,商,,,1081110,土地3建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,174.87,3,2,2,有,有,7350000,42031,坡道平面,0.0,0,,RPUNMLNKKIOFFFH98CA
蘆竹區,房地(土地+建物),桃園市蘆竹區中山路128巷1~30號,15.34,住,,,1081116,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811224,128.62,4,2,2,有,有,6200000,48204,,0.0,0,,RPTPMLNKKIOFFEH98CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大連二街151~180號,12.97,住,,,1081113,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990628,129.46,3,2,2,有,有,7500000,57933,坡道平面,0.0,0,,RPRNMLLMKIOFFAH18CA
桃園區,房地(土地+建物),桃園市桃園區明德街13巷1~30號,9.51,住,,,1080903,土地1建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,100.79,3,2,2,有,有,6780000,67269,,0.0,0,,RPQNMLSJJHPFFAH38CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路841~870號,38.46,住,,,1081127,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080904,246.46,3,2,2,有,無,23500000,106502,坡道平面,40.83,1600000,,RPOWMLSJJHPFFAH09CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路841~870號,38.47,住,,,1081127,土地1建物1車位2,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080904,286.33000000000004,3,2,2,有,無,25000000,106513,坡道平面,81.66,3200000,,RPPWMLSJJHPFFAH56CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路841~870號,38.29,住,,,1081127,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080904,245.49,3,2,2,有,無,23500000,107007,坡道平面,40.83,1600000,,RPQWMLSJJHPFFAH66CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路871~900號,38.7,住,,,1081203,土地1建物1車位1,二十層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080125,247.79000000000002,3,2,2,有,有,24350000,106709,坡道平面,35.53,1700000,,RPUVMLSJJHPFFAH96CA
桃園區,房地(土地+建物)+車位,桃園市桃園區慈文路871~900號,38.86,住,,,1081119,土地1建物1車位2,二十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080125,285.48,3,2,2,有,有,25670000,105861,坡道平面,73.22,3200000,,RPVVMLSJJHPFFAH07CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大興西路二段1~30號,16.99,住,,,1080628,土地1建物1車位1,七層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830713,162.44,3,2,2,有,有,10880000,66979,坡道機械,0.0,0,,RPSNMLRLKIOFFAH78CA
桃園區,房地(土地+建物),桃園市桃園區中正路1381~1410號,10.91,住,,,1081010,土地1建物1車位0,一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830803,100.95,3,2,2,有,有,6500000,64388,,0.0,0,,RPQQMLNLKIOFFAH48CA
桃園區,房地(土地+建物)+車位,桃園市桃園區大連二街151~180號,12.69,住,,,1081011,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990628,126.62,2,2,1,有,有,7950000,62786,坡道平面,33.3,0,,RPWPMLTKKIOFFAH86CA
