鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
萬華區,房地(土地+建物)+車位,臺北市萬華區康定路61~90號,5.59,商,,,1081115,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020528,90.32,3,2,2,有,有,13230000,146479,坡道機械,16.51,0,,RPWNMLNKJHPFFBA97CA
中山區,房地(土地+建物)+車位,臺北市中山區雙城街13巷1~30號,7.29,商,,,1081021,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010327,115.02000000000001,1,1,1,有,有,22000000,191271,坡道平面,34.14,0,含增建或未登記建物。;,RPQTMLNKKIOFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷28弄1~30號,8.82,商,,,1081113,土地1建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,66.49000000000001,2,1,1,有,有,13500000,203038,,0.0,0,,RPXPMLQKKIOFFCA78CA
中山區,房地(土地+建物),臺北市中山區新生北路二段28巷1~30號,21.41,其他,,,1081116,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780517,196.57,4,2,2,有,有,34500000,175510,,0.0,0,含增建或未登記建物。;,RPVPMLRKKIOFFCA68CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,35.37,商,,,1081024,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,219.4,0,0,0,無,有,54500000,248405,坡道平面,0.0,2900000,,RPVRMLKMKIOFFCA38CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段151~180號,20.28,其他,,,1080831,土地1建物1車位2,二十七層,29,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,304.53999999999996,0,0,0,無,有,77580000,294633,坡道平面,58.2,5000000,1.毛胚屋。,RPTNMLNJJHPFFCA67CA
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段151~180號,20.61,其他,,,1081108,土地1建物1車位2,十三層,29,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1070223,309.15,0,0,0,無,有,67600000,251843,坡道平面,58.2,4400000,毛胚屋,RPPNMLNJJHPFFCA27CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段180巷42弄1~30號,9.26,商,,,1081120,土地1建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,99.64000000000001,1,1,1,有,有,20480000,205540,,0.0,0,,RPTNMLSJJHPFFCA18CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段180巷42弄1~30號,6.93,商,,,1081101,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,76.92,1,1,1,有,有,15800000,205408,,0.0,0,,RPUNMLSJJHPFFCA28CA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段180巷42弄1~30號,7.8,商,,,1081126,土地1建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,85.72,1,1,1,有,有,17550000,204736,,0.0,0,,RPVNMLSJJHPFFCA38CA
士林區,房地(土地+建物),臺北市士林區劍潭路1~30號,12.63,住,,,1081111,土地2建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871211,79.17,2,1,1,有,有,19650000,248200,,0.0,0,含增建或未登記建物。;,RPUNMLSKKIOFFEA68CA
大同區,房地(土地+建物)+車位,臺北市大同區民生西路171巷1~30號,6.65,商,,,1081103,土地2建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940414,76.89,2,2,1,有,有,14000000,232178,坡道機械,21.76,1200000,含增建或未登記建物。權利人共2人,RPPNMLOKKIOFFBA57DA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路255巷1~30號,28.36,住,,,1081101,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991201,147.07,3,2,2,有,有,23500000,210463,坡道平面,47.29,2500000,含增建或未登記建物。,RPTNMLOKKIOFFDA18DA
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街121~150號,31.2,其他,,,1081121,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931130,263.08,3,2,2,有,有,46500000,238282,坡道平面,84.72,4000000,含增建或未登記建物。,RPUNMLLJJHPFFCA67DA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段91~120號,34.2,商,,,1081002,土地1建物1車位2,十七層,38,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031224,551.5,1,2,5,有,有,230800000,483969,坡道平面,91.14,8000000,,RPQNMLTKKIOFFFA48CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段91~120號,33.7,商,,,1081002,土地1建物1車位2,十七層,38,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031224,535.37,1,2,5,有,有,228880000,483993,坡道平面,79.0,8000000,,RPRNMLTKKIOFFFA58CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,18.29,住,,,1081024,土地2建物1車位1,十四層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,212.9,3,2,2,有,無,55500000,300915,坡道平面,38.1,2900000,,RPVPMLOLKIOFFEA68CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,21.67,住,,,1060218,土地2建物1車位1,二十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,244.06,3,2,2,有,無,69800000,322393,坡道平面,38.1,3400000,"1.本案為預售,雨遮不計價",RPWPMLOLKIOFFEA78CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段691~720號,18.29,住,,,1060225,土地2建物1車位1,二十一層,22,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1080730,206.46,3,2,2,有,無,58180000,325374,坡道平面,38.1,3400000,"1.本案為預售,雨遮不計價",RPXPMLOLKIOFFEA88CA
南港區,房地(土地+建物)+車位,臺北市南港區園區街1~30號,25.46,住,,,1081116,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000412,168.37,3,2,2,有,無,31800000,188870,坡道平面,42.93,0,,RPUOMLNLKIOFFDA28CA
中山區,房地(土地+建物)+車位,臺北市中山區明水路397巷7弄61~90號,27.88,住,,,1081001,土地1建物2車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820730,157.99,3,2,2,有,有,11600000,73422,坡道平面,35.78,0,親友、員工或其他特殊關係間之交易。;,RPXQMLOKJHPFFCA58CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,8.95,商,,,1081118,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,128.43,1,1,1,有,有,21380000,210894,坡道平面,41.04,2950000,,RPWNMLSJJHPFFCA48CA
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路281巷19弄1~30號,74.48,住,,,1081112,土地1建物1車位2,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990324,386.52,4,2,3,有,有,66500000,172048,坡道平面,70.42,0,含增建或未登記建物。;,RPVQMLQKKIOFFCA68CA
萬華區,房地(土地+建物)+車位,臺北市萬華區中華路二段364巷1~30號,53.48,住,,,1081119,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020702,206.68,4,2,2,有,有,29200000,141281,坡道平面,0.0,0,,RPSOMLTKKIOFFBA38CA
大同區,房地(土地+建物)+車位,臺北市大同區民權西路211~240號,10.88,其他,,,1081018,土地3建物1車位2,十層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,154.45,3,2,2,有,有,30800000,234558,坡道機械,39.34,3800000,,RPSNMLOLKIOFFBA87CA
大同區,房地(土地+建物)+車位,臺北市大同區民權西路211~240號,13.77,其他,,,1081031,土地3建物1車位2,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,184.91,3,2,2,有,有,36880000,227245,坡道機械,39.34,3800000,,RPTNMLOLKIOFFBA97CA
文山區,房地(土地+建物)+車位,臺北市文山區三福街61~90號,15.38,住,,,1081101,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030127,154.31,2,2,2,有,有,22500000,145810,坡道平面,38.62,0,,RPUOMLTKKIOFFAA48CA
文山區,房地(土地+建物)+車位,臺北市文山區木柵路四段9巷1~30號,43.85,住,,,1081127,土地2建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870815,105.74000000000001,2,1,1,有,有,13000000,122943,坡道機械,0.0,0,,RPQNMLKLKIOFFAA17CA
文山區,房地(土地+建物)+車位,臺北市文山區萬芳路107巷1~30號,24.5,住,,,1081109,土地3建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970623,121.88,2,2,1,有,有,19500000,159993,坡道機械,20.14,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。另有車位編號153號1/2產權，但無法使用。,RPWNMLKLKIOFFAA77CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段241~270號,8.32,商,,,1081123,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050601,83.18,2,2,2,有,有,17300000,207983,,0.0,0,,RPTNMLSKKIOFFCA38CA
萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段121~150號,9.48,商,,,1080926,土地2建物1車位1,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,137.07,2,2,1,有,有,21480000,208631,坡道平面,43.22,1900000,,RPUOMLPKJHPFFBA08CA
中山區,房地(土地+建物)+車位,臺北市中山區民權東路一段1~30號,19.94,商,,,1081114,土地1建物1車位2,七層,16,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1040623,320.8,3,2,2,有,有,63000000,196384,坡道平面,95.04,0,,RPXPMLRLKIOFFCA98CA
中山區,房地(土地+建物)+車位,臺北市中山區八德路二段301~330號,50.89,商,,,1081109,土地1建物1車位1,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071129,338.93,4,2,2,有,有,85090000,251055,坡道平面,0.0,2900000,,RPXRMLKMKIOFFCA58CA
南港區,房地(土地+建物)+車位,臺北市南港區經貿二路235巷1~30號,57.08,住,,,1081103,土地1建物1車位2,九層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1031204,344.32,3,2,3,有,有,75580000,219505,坡道平面,55.14,0,,RPRNMLSKKIOFFDA28CA
松山區,房地(土地+建物),臺北市松山區敦化南路一段61~90號,21.96,其他,,,1081128,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750624,178.5,3,2,2,有,有,56700000,317647,,0.0,0,,RPTNMLSLKIOFFDA58CA
北投區,房地(土地+建物),臺北市北投區中和街361~390號,12.89,其他,,,1081115,土地1建物1車位0,十五層，電梯樓梯間,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870624,109.39,3,1,2,有,有,13900000,127068,,0.0,0,,RPRNMLTKKIOFFEA48CA
中正區,房地(土地+建物),臺北市中正區和平西路一段31~60號,3.9,商,,,1081117,土地2建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0970513,35.14,2,1,1,有,有,10350000,294536,,0.0,0,,RPQNMLLJJHPFFAA07DA
文山區,房地(土地+建物)+車位,臺北市文山區富山路1~30號,41.52,住,,,1080831,土地2建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961228,183.09,3,2,2,有,有,27150000,171848,坡道平面,36.75,2000000,含增建或未登記建物。,RPQNMLLLKIOFFAA37DA
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路二段151~180號,9.6,商,,,1081105,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080529,111.21000000000001,2,2,1,有,有,21000000,201135,升降機械,14.26,1500000,,RPRNMLSKKIOFFBA18DA
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街14巷31~60號,54.34,住,,,1080929,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0981001,246.13,3,2,2,有,有,36280000,165916,升降平面,39.52,2000000,,RPRNMLMLKIOFFCA77DA
南區,房地(土地+建物),臺中市南區學府路135巷2弄1~30號,10.57,住,,,1081031,土地4建物1車位0,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,116.41,3,2,2,有,有,5880000,50507,,0.0,0,,RPOQMLRJJHPFFAB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區敦化路一段571~600號,16.62,住,,,1081106,土地1建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830415,166.32,4,2,2,有,無,8300000,49904,坡道平面,0.0,0,,RPTQMLMKKIOFFBB08CA
北區,房地(土地+建物)+車位,臺中市北區青島東街1~30號,12.71,住,,,1081103,土地1建物1車位2,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951225,141.12,2,2,1,有,有,8750000,62004,坡道機械,42.68,0,,RPURMLMKKIOFFBB28CA
北區,房地(土地+建物)+車位,臺中市北區陝西八街1~30號,10.98,住,,,1081106,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960129,131.74,3,2,2,有,有,8080000,61333,坡道平面,0.0,0,,RPOOMLRKKIOFFBB87CA
北區,房地(土地+建物)+車位,臺中市北區綏遠路一段1~30號,17.52,住,,,1081109,土地2建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880713,146.08,4,2,2,有,有,8360000,57229,坡道機械,0.0,0,,RPQNMLKLKIOFFBB37CA
北區,房地(土地+建物),臺中市北區中清路一段601~630號,6.44,住,,,1081104,土地1建物1車位0,八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880616,75.95,2,1,1,有,有,4500000,59250,,0.0,0,,RPTOMLQJJHPFFBB08CA
南屯區,房地(土地+建物)+車位,臺中市南屯區東興路三段211~240號,19.93,住,,,1081101,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960920,211.82999999999998,4,2,2,有,有,17000000,80253,坡道平面,15.02,0,,RPQOMLMKKIOFFCB67CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路61~90號,9.52,住,,,1081123,土地1建物1車位1,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971127,114.85999999999999,2,2,1,有,有,8900000,81589,坡道平面,21.71,1300000,含增建或未登記建物。,RPTPMLSKKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區漢口路二段121~150號,7.38,商,,,1081125,土地1建物1車位1,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860122,105.57,2,2,2,有,有,6600000,62518,其他,0.0,0,,RPTNMLKLKIOFFCB77CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,9.84,住,,,1081110,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,119.78,2,2,1,有,有,10000000,90256,坡道平面,22.28,1200000,含增建或未登記建物。,RPVOMLLLKIOFFCB18CA
大雅區,房地(土地+建物),臺中市大雅區中清路三段997巷1~30號,12.5,住,,,1081031,土地2建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830812,110.50999999999999,3,2,2,有,有,4800000,43435,,0.0,0,,RPOOMLRKKIOFFHB48CA
北區,房地(土地+建物)+車位,臺中市北區賴村里29鄰學士路271~300號,11.81,商,,,1081125,土地1建物1車位1,三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980805,186.25,3,2,2,有,有,1936773,10399,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLQKKIOFFBB58DA
大甲區,房地(土地+建物),臺中市大甲區經國路751~780號,12.24,住,,,1081016,土地1建物1車位0,十五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840522,124.73,3,1,2,有,有,3780000,30305,,0.0,0,,RPPNMLPLKIOFFEB08CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福祥街1~30號,71.61,住,,,1081025,土地1建物2車位2,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850805,508.73,5,4,4,有,有,32000000,62902,坡道平面,0.0,0,本案建物2戶打通使用,RPRNMLTJJHPFFCB18CA
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路91~120號,24.22,商,,,1081018,土地1建物1車位2,六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970926,264.26,4,2,2,有,有,21000000,79467,坡道機械,21.38,0,,RPSNMLKMKIOFFCB77CA
南屯區,房地(土地+建物)+車位,臺中市南屯區忠勇路91~120號,15.91,住,,,1081122,土地1建物1車位1,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830905,127.25999999999999,3,2,2,有,有,6000000,47148,坡道機械,0.0,0,含增建或未登記建物。;,RPXOMLRLKIOFFCB98CA
西屯區,房地(土地+建物)+車位,臺中市西屯區福祥街1~30號,37.66,住,,,1081107,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850805,268.53999999999996,3,2,2,有,有,17350000,64609,坡道平面,0.0,2800000,,RPPPMLLLKIOFFCB67CA
南屯區,房地(土地+建物)+車位,臺中市南屯區文心南路271~300號,26.84,商,,,1081115,土地1建物1車位2,二十三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031125,315.18,4,2,3,有,有,25500000,86121,坡道平面,53.92,3000000,,RPRNMLMLKIOFFCB77CA
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,10.39,住,,,1081117,土地1建物1車位1,七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,111.34,2,2,1,有,有,9050000,81283,坡道機械,13.89,0,,RPTRMLTKKIOFFCB98CA
南屯區,房地(土地+建物)+車位,臺中市南屯區惠文路301~330號,43.36,住,,,1081110,土地1建物1車位2,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030129,341.15999999999997,4,2,3,有,有,33000000,96729,坡道平面,66.3,0,,RPROMLRKKIOFFCB28CA
南屯區,房地(土地+建物)+車位,臺中市南屯區三和街61~90號,20.78,住,,,1081001,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960918,210.19,4,2,3,有,有,16600000,78976,坡道平面,27.77,0,,RPTQMLRKKIOFFCB68CA
西屯區,房地(土地+建物)+車位,臺中市西屯區至善路101巷1~30號,13.01,住,,,1081009,土地1建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880506,112.9,3,2,2,有,有,7800000,70501,坡道機械,13.61,800000,,RPPOMLOKKIOFFCB77CA
北屯區,房地(土地+建物)+車位,臺中市北屯區山西路三段211~240號,22.55,住,,,1081113,土地1建物1車位1,十五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031223,188.7,3,2,2,有,有,18280000,96873,坡道平面,23.19,0,,RPUNMLQLKIOFFBB38CA
